condition_id,agent_type,agent_label,task_id,task_type,server,execution_mode,server_load_level,servers,repetition,model_id,temperature,success,error,input_tokens,output_tokens,total_tokens,total_latency_ms,tool_call_count,tool_call_success_count,tool_call_success_rate,tool_selection_correctness,task_success,task_grade,response_length,trace_event_count,completed_at
A2_T2-MCP-5_moderate_r1,code_mode,A2,T2-MCP-5,T2,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10950,1003,11953,20587.98525994644,3,3,1.0,1.0,False,0.7,672,10,2026-03-24T22:58:31.225061+00:00
A2_T2-MCP-5_maximal_r1,code_mode,A2,T2-MCP-5,T2,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,31496,3347,34843,60336.24656894244,6,6,1.0,1.0,True,1.0,828,19,2026-03-24T22:59:40.938207+00:00
A4_T2-MCP-5_minimal_r1,multi_agent_code,A4,T2-MCP-5,T2,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11282,1427,12709,27887.04601291101,4,4,1.0,1.0,True,1.0,570,16,2026-03-24T23:00:17.882494+00:00
A4_T2-MCP-5_moderate_r1,multi_agent_code,A4,T2-MCP-5,T2,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11388,1324,12712,26024.428094970062,4,4,1.0,1.0,True,1.0,592,16,2026-03-24T23:00:53.727376+00:00
A4_T2-MCP-5_maximal_r1,multi_agent_code,A4,T2-MCP-5,T2,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,47591,5356,52947,103273.9181299694,12,12,1.0,1.0,True,1.0,852,33,2026-03-24T23:02:47.743061+00:00
A2_T2-MCP-1_minimal_r1,code_mode,A2,T2-MCP-1,T2,cross_server,MCP,minimal,postgres;lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,15040,1161,16201,30716.73639002256,4,4,1.0,1.0,False,0.4,574,13,2026-03-24T23:03:28.058234+00:00
A2_T2-MCP-1_moderate_r1,code_mode,A2,T2-MCP-1,T2,cross_server,MCP,moderate,postgres;lastfm;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,22659,1703,24362,40405.20980989095,5,5,1.0,1.0,False,0.3,724,16,2026-03-24T23:04:19.075762+00:00
A2_T2-MCP-1_maximal_r1,code_mode,A2,T2-MCP-1,T2,cross_server,MCP,maximal,postgres;lastfm;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,26861,2325,29186,48834.28223105148,5,5,1.0,1.0,False,0.3,577,16,2026-03-24T23:05:17.623427+00:00
A4_T2-MCP-1_minimal_r1,multi_agent_code,A4,T2-MCP-1,T2,cross_server,MCP,minimal,postgres;lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,22764,2797,25561,61587.514735991135,8,8,1.0,1.0,False,0.3,307,21,2026-03-24T23:06:29.826357+00:00
A4_T2-MCP-1_moderate_r1,multi_agent_code,A4,T2-MCP-1,T2,cross_server,MCP,moderate,postgres;lastfm;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,28765,3322,32087,69404.36669904739,7,7,1.0,1.0,False,0.4,872,25,2026-03-24T23:07:49.854273+00:00
A4_T2-MCP-1_maximal_r1,multi_agent_code,A4,T2-MCP-1,T2,cross_server,MCP,maximal,postgres;lastfm;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,26833,2640,29473,58745.35090092104,9,9,1.0,1.0,False,0.2,326,21,2026-03-24T23:09:00.236965+00:00
A2_T2-MCP-2_minimal_r1,code_mode,A2,T2-MCP-2,T2,cross_server,MCP,minimal,lastfm;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,21401,3255,24656,65742.09611292463,4,4,1.0,1.0,True,1.0,971,13,2026-03-24T23:10:15.789519+00:00
A2_T2-MCP-2_moderate_r1,code_mode,A2,T2-MCP-2,T2,cross_server,MCP,moderate,lastfm;postgres;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18600,2450,21050,55989.63427497074,4,4,1.0,1.0,True,1.0,1049,13,2026-03-24T23:11:21.855345+00:00
A2_T2-MCP-2_maximal_r1,code_mode,A2,T2-MCP-2,T2,cross_server,MCP,maximal,lastfm;postgres;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11278,1081,12359,23148.146010003984,3,3,1.0,1.0,False,0.5,1252,10,2026-03-24T23:11:54.407460+00:00
A4_T2-MCP-2_minimal_r1,multi_agent_code,A4,T2-MCP-2,T2,cross_server,MCP,minimal,lastfm;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,20413,2915,23328,61091.177318943664,8,8,1.0,1.0,True,1.0,871,31,2026-03-24T23:13:05.838774+00:00
A4_T2-MCP-2_moderate_r1,multi_agent_code,A4,T2-MCP-2,T2,cross_server,MCP,moderate,lastfm;postgres;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24126,2494,26620,61171.112028067,9,9,1.0,1.0,True,1.0,714,34,2026-03-24T23:14:18.751689+00:00
A4_T2-MCP-2_maximal_r1,multi_agent_code,A4,T2-MCP-2,T2,cross_server,MCP,maximal,lastfm;postgres;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,27485,4088,31573,87689.45537297986,9,9,1.0,1.0,True,1.0,871,34,2026-03-24T23:15:58.563788+00:00
A2_T2-MCP-3_minimal_r1,code_mode,A2,T2-MCP-3,T2,cross_server,MCP,minimal,lastfm;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11588,1245,12833,21338.007760001343,3,3,1.0,1.0,True,1.0,1100,10,2026-03-24T23:16:30.268604+00:00
A2_T2-MCP-3_moderate_r1,code_mode,A2,T2-MCP-3,T2,cross_server,MCP,moderate,lastfm;devtoolkit;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11724,1399,13123,25351.897094980814,3,3,1.0,1.0,True,1.0,1595,10,2026-03-24T23:17:05.149402+00:00
A2_T2-MCP-3_maximal_r1,code_mode,A2,T2-MCP-3,T2,cross_server,MCP,maximal,lastfm;devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11364,1300,12664,21428.089426015504,3,3,1.0,1.0,True,1.0,1304,10,2026-03-24T23:17:36.133071+00:00
A4_T2-MCP-3_minimal_r1,multi_agent_code,A4,T2-MCP-3,T2,cross_server,MCP,minimal,lastfm;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10595,2128,12723,33158.42680691276,4,4,1.0,1.0,False,0.5,1102,16,2026-03-24T23:18:18.489593+00:00
A4_T2-MCP-3_moderate_r1,multi_agent_code,A4,T2-MCP-3,T2,cross_server,MCP,moderate,lastfm;devtoolkit;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11387,2145,13532,34109.93939102627,4,4,1.0,1.0,False,0.5,1136,16,2026-03-24T23:19:37.988686+00:00
A4_T2-MCP-3_maximal_r1,multi_agent_code,A4,T2-MCP-3,T2,cross_server,MCP,maximal,lastfm;devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11805,2217,14022,33198.77022295259,4,4,1.0,1.0,False,0.5,1240,16,2026-03-24T23:20:22.580094+00:00
A2_T1-MCP-1_minimal_r1,code_mode,A2,T1-MCP-1,T1,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9384,1039,10423,17962.404091027565,3,3,1.0,1.0,True,1.0,1315,10,2026-03-24T23:21:21.854456+00:00
A2_T1-MCP-1_moderate_r1,code_mode,A2,T1-MCP-1,T1,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,12927,940,13867,17344.68525799457,3,3,1.0,1.0,True,1.0,1323,10,2026-03-24T23:21:48.051102+00:00
A2_T1-MCP-1_maximal_r1,code_mode,A2,T1-MCP-1,T1,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,12818,718,13536,15626.548965927212,3,3,1.0,1.0,True,1.0,888,10,2026-03-24T23:22:12.161868+00:00
A4_T1-MCP-1_minimal_r1,multi_agent_code,A4,T1-MCP-1,T1,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10220,1516,11736,24067.95580207836,4,4,1.0,1.0,True,1.0,1232,16,2026-03-24T23:22:44.837926+00:00
A4_T1-MCP-1_moderate_r1,multi_agent_code,A4,T1-MCP-1,T1,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10658,1593,12251,24707.843094947748,4,4,1.0,1.0,True,1.0,1303,16,2026-03-24T23:23:19.618872+00:00
A4_T1-MCP-1_maximal_r1,multi_agent_code,A4,T1-MCP-1,T1,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10819,1443,12262,23538.025552988984,4,4,1.0,1.0,True,1.0,934,16,2026-03-24T23:23:52.989116+00:00
A2_T1-MCP-2_minimal_r1,code_mode,A2,T1-MCP-2,T1,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10028,1003,11031,19178.935841075145,3,3,1.0,1.0,True,1.0,1272,10,2026-03-24T23:24:20.885150+00:00
A2_T1-MCP-2_moderate_r1,code_mode,A2,T1-MCP-2,T1,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10032,933,10965,17045.664131990634,3,3,1.0,1.0,True,1.0,1276,10,2026-03-24T23:24:46.896586+00:00
A2_T1-MCP-2_maximal_r1,code_mode,A2,T1-MCP-2,T1,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,87124,5214,92338,81843.6775370501,10,10,1.0,1.0,True,1.0,1687,31,2026-03-24T23:26:17.579831+00:00
A4_T1-MCP-2_minimal_r1,multi_agent_code,A4,T1-MCP-2,T1,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11953,1692,13645,32964.75343208294,4,4,1.0,1.0,True,1.0,1224,16,2026-03-24T23:27:00.854357+00:00
A4_T1-MCP-2_moderate_r1,multi_agent_code,A4,T1-MCP-2,T1,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11081,1450,12531,25812.120803981088,4,4,1.0,1.0,True,1.0,1132,16,2026-03-24T23:27:36.961098+00:00
A4_T1-MCP-2_maximal_r1,multi_agent_code,A4,T1-MCP-2,T1,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,12403,1788,14191,29683.401930029504,4,4,1.0,1.0,True,1.0,1238,16,2026-03-24T23:28:17.408800+00:00
A2_T1-MCP-3_minimal_r1,code_mode,A2,T1-MCP-3,T1,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9032,504,9536,11870.208839070983,3,3,1.0,1.0,True,1.0,651,10,2026-03-24T23:28:38.511730+00:00
A2_T1-MCP-3_moderate_r1,code_mode,A2,T1-MCP-3,T1,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9049,670,9719,13571.523215039631,3,3,1.0,1.0,True,1.0,614,10,2026-03-24T23:29:01.188905+00:00
A2_T1-MCP-3_maximal_r1,code_mode,A2,T1-MCP-3,T1,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9377,544,9921,12589.68338102568,3,3,1.0,1.0,True,1.0,678,10,2026-03-24T23:29:22.811887+00:00
A4_T1-MCP-3_minimal_r1,multi_agent_code,A4,T1-MCP-3,T1,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8998,928,9926,21618.31742699724,4,4,1.0,1.0,True,1.0,615,16,2026-03-24T23:29:53.991101+00:00
A4_T1-MCP-3_moderate_r1,multi_agent_code,A4,T1-MCP-3,T1,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9327,882,10209,18188.4675079491,4,4,1.0,1.0,True,1.0,396,16,2026-03-24T23:30:22.125835+00:00
A4_T1-MCP-3_maximal_r1,multi_agent_code,A4,T1-MCP-3,T1,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9518,968,10486,20647.392634069547,4,4,1.0,1.0,True,1.0,611,16,2026-03-24T23:30:53.768164+00:00
A2_T2-MCP-4_minimal_r1,code_mode,A2,T2-MCP-4,T2,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9508,852,10360,16797.86317399703,3,3,1.0,0.0,False,0.4,1025,10,2026-03-24T23:31:19.249892+00:00
A2_T2-MCP-4_moderate_r1,code_mode,A2,T2-MCP-4,T2,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9880,926,10806,23541.861052042805,3,3,1.0,0.0,False,0.3,1170,10,2026-03-24T23:31:51.054661+00:00
A2_T2-MCP-4_maximal_r1,code_mode,A2,T2-MCP-4,T2,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,12516,975,13491,20600.383092067204,4,4,1.0,0.0,False,0.3,1087,13,2026-03-24T23:32:20.433146+00:00
A4_T2-MCP-4_minimal_r1,multi_agent_code,A4,T2-MCP-4,T2,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,12427,1606,14033,26578.623178065754,4,4,1.0,0.0,False,0.3,1033,16,2026-03-24T23:32:56.235342+00:00
A4_T2-MCP-4_moderate_r1,multi_agent_code,A4,T2-MCP-4,T2,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,13393,1909,15302,30099.8406810686,4,4,1.0,1.0,True,1.0,1274,16,2026-03-24T23:33:37.289279+00:00
A4_T2-MCP-4_maximal_r1,multi_agent_code,A4,T2-MCP-4,T2,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,13375,1919,15294,31246.070931083523,4,4,1.0,1.0,False,0.6,1259,16,2026-03-24T23:34:19.508270+00:00
A2_T2-MCP-5_minimal_r1,code_mode,A2,T2-MCP-5,T2,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,27520,2931,30451,47725.07298004348,6,6,1.0,1.0,True,1.0,1087,19,2026-03-24T23:35:16.447034+00:00
A2_T2-MCP-5_moderate_r1,code_mode,A2,T2-MCP-5,T2,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,22112,2378,24490,38373.14401706681,5,5,1.0,1.0,True,1.0,1481,16,2026-03-24T23:36:04.868234+00:00
A2_T2-MCP-5_maximal_r1,code_mode,A2,T2-MCP-5,T2,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,61869,4108,65977,68982.26511501707,9,9,1.0,1.0,True,1.0,1126,28,2026-03-24T23:37:23.359073+00:00
A4_T2-MCP-5_minimal_r1,multi_agent_code,A4,T2-MCP-5,T2,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,27427,2982,30409,49425.46018899884,7,7,1.0,1.0,True,1.0,975,25,2026-03-24T23:38:23.741258+00:00
A4_T2-MCP-5_moderate_r1,multi_agent_code,A4,T2-MCP-5,T2,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,28892,3565,32457,56224.739318015054,7,7,1.0,1.0,True,1.0,1122,25,2026-03-24T23:39:30.018772+00:00
A4_T2-MCP-5_maximal_r1,multi_agent_code,A4,T2-MCP-5,T2,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,29789,3756,33545,58045.7278189715,7,7,1.0,1.0,True,1.0,1210,25,2026-03-24T23:40:40.095265+00:00
A2_T2-MCP-6_minimal_r1,code_mode,A2,T2-MCP-6,T2,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10919,1115,12034,21312.38351005595,3,3,1.0,1.0,True,1.0,1081,10,2026-03-24T23:41:11.130640+00:00
A2_T2-MCP-6_moderate_r1,code_mode,A2,T2-MCP-6,T2,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11153,1108,12261,19753.66913399193,3,3,1.0,1.0,True,1.0,1055,10,2026-03-24T23:41:41.006046+00:00
A2_T2-MCP-6_maximal_r1,code_mode,A2,T2-MCP-6,T2,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11367,1158,12525,20615.025509963743,3,3,1.0,1.0,True,1.0,1036,10,2026-03-24T23:42:10.372893+00:00
A4_T2-MCP-6_minimal_r1,multi_agent_code,A4,T2-MCP-6,T2,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,13836,1907,15743,33498.66522301454,4,4,1.0,1.0,True,1.0,852,16,2026-03-24T23:42:56.196823+00:00
A4_T2-MCP-6_moderate_r1,multi_agent_code,A4,T2-MCP-6,T2,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,12301,1646,13947,28099.044012953527,4,4,1.0,1.0,True,1.0,977,16,2026-03-24T23:43:34.281537+00:00
A4_T2-MCP-6_maximal_r1,multi_agent_code,A4,T2-MCP-6,T2,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,14368,2350,16718,37958.54685001541,4,4,1.0,1.0,True,1.0,1175,16,2026-03-24T23:44:24.717725+00:00
A2_T3-MCP-7_minimal_r1,code_mode,A2,T3-MCP-7,T3,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,15999,1358,17357,24763.97942798212,5,5,1.0,1.0,True,1.0,674,16,2026-03-24T23:45:02.642094+00:00
A2_T3-MCP-7_moderate_r1,code_mode,A2,T3-MCP-7,T3,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,22178,1215,23393,24526.979845017195,5,5,1.0,1.0,True,1.0,669,16,2026-03-24T23:45:36.401147+00:00
A2_T3-MCP-7_maximal_r1,code_mode,A2,T3-MCP-7,T3,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,21847,1239,23086,27023.622596054334,5,5,1.0,1.0,True,1.0,687,16,2026-03-24T23:46:12.101742+00:00
A4_T3-MCP-7_minimal_r1,multi_agent_code,A4,T3-MCP-7,T3,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,15928,1696,17624,30761.835972894914,6,6,1.0,1.0,True,1.0,662,22,2026-03-24T23:46:51.363021+00:00
A4_T3-MCP-7_moderate_r1,multi_agent_code,A4,T3-MCP-7,T3,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,16357,1492,17849,27754.231429076757,6,6,1.0,1.0,True,1.0,646,22,2026-03-24T23:47:29.284911+00:00
A4_T3-MCP-7_maximal_r1,multi_agent_code,A4,T3-MCP-7,T3,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,20846,2232,23078,38224.78172602132,7,7,1.0,1.0,True,1.0,735,25,2026-03-24T23:48:18.693628+00:00
A2_T3-MCP-8_minimal_r1,code_mode,A2,T3-MCP-8,T3,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8340,701,9041,25641.36467804201,3,3,1.0,1.0,True,1.0,937,10,2026-03-24T23:48:54.150391+00:00
A2_T3-MCP-8_moderate_r1,code_mode,A2,T3-MCP-8,T3,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8954,615,9569,13453.599422005937,3,3,1.0,1.0,True,1.0,661,10,2026-03-24T23:49:16.067669+00:00
A2_T3-MCP-8_maximal_r1,code_mode,A2,T3-MCP-8,T3,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9260,743,10003,15508.218256989494,3,3,1.0,1.0,True,1.0,961,10,2026-03-24T23:49:40.138660+00:00
A4_T3-MCP-8_minimal_r1,multi_agent_code,A4,T3-MCP-8,T3,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,26241,3700,29941,61646.45102806389,6,6,1.0,1.0,True,1.0,939,22,2026-03-24T23:50:50.987789+00:00
A4_T3-MCP-8_moderate_r1,multi_agent_code,A4,T3-MCP-8,T3,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10066,1188,11254,42573.19789391477,4,4,1.0,1.0,True,1.0,732,16,2026-03-24T23:51:44.957879+00:00
A4_T3-MCP-8_maximal_r1,multi_agent_code,A4,T3-MCP-8,T3,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,21448,2315,23763,44926.02022900246,6,6,1.0,1.0,True,1.0,1008,22,2026-03-24T23:52:40.560720+00:00
A2_T3-MCP-9_minimal_r1,code_mode,A2,T3-MCP-9,T3,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8381,645,9026,14419.790047919378,3,3,1.0,0.0,False,0.5,833,10,2026-03-24T23:53:03.402732+00:00
A2_T3-MCP-9_moderate_r1,code_mode,A2,T3-MCP-9,T3,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8698,654,9352,15827.086841105483,3,3,1.0,0.0,False,0.5,675,10,2026-03-24T23:53:27.935429+00:00
A2_T3-MCP-9_maximal_r1,code_mode,A2,T3-MCP-9,T3,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8663,603,9266,13682.448923005722,3,3,1.0,0.0,False,0.5,779,10,2026-03-24T23:53:51.738691+00:00
A4_T3-MCP-9_minimal_r1,multi_agent_code,A4,T3-MCP-9,T3,lastfm,MCP,minimal,lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,24912,4524,29436,81437.24612006918,6,6,1.0,0.0,False,0.5,1053,22,2026-03-24T23:55:22.239348+00:00
A4_T3-MCP-9_moderate_r1,multi_agent_code,A4,T3-MCP-9,T3,lastfm,MCP,moderate,lastfm;alphavantage;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10151,944,11095,19984.540216973983,4,4,1.0,0.0,False,0.5,673,16,2026-03-24T23:55:52.528899+00:00
A4_T3-MCP-9_maximal_r1,multi_agent_code,A4,T3-MCP-9,T3,lastfm,MCP,maximal,lastfm;alphavantage;nasa;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10350,993,11343,20318.92680004239,4,4,1.0,0.0,False,0.5,784,16,2026-03-24T23:56:22.755217+00:00
A2_T1-MCP-1_minimal_r1,code_mode,A2,T1-MCP-1,T1,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11869,1698,13567,29832.50192995183,3,3,1.0,1.0,True,1.0,2856,10,2026-03-24T23:57:01.759336+00:00
A2_T1-MCP-1_moderate_r1,code_mode,A2,T1-MCP-1,T1,nasa,MCP,moderate,nasa;alphavantage;lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,15285,1013,16298,19695.88059198577,3,3,1.0,1.0,True,0.95,1619,10,2026-03-24T23:57:30.660958+00:00
A2_T1-MCP-1_maximal_r1,code_mode,A2,T1-MCP-1,T1,nasa,MCP,maximal,nasa;alphavantage;lastfm;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,14596,974,15570,20149.73275898956,3,3,1.0,1.0,True,1.0,1640,10,2026-03-24T23:58:00.196095+00:00
A4_T1-MCP-1_minimal_r1,multi_agent_code,A4,T1-MCP-1,T1,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,273878,34721,308599,674944.8240150232,41,41,1.0,1.0,True,0.95,2641,59,2026-03-25T00:09:23.980891+00:00
A4_T1-MCP-1_moderate_r1,multi_agent_code,A4,T1-MCP-1,T1,nasa,MCP,moderate,nasa;alphavantage;lastfm,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,60065,8567,68632,156506.14782003686,15,15,1.0,1.0,True,1.0,1228,35,2026-03-25T00:12:12.478379+00:00
A4_T1-MCP-1_maximal_r1,multi_agent_code,A4,T1-MCP-1,T1,nasa,MCP,maximal,nasa;alphavantage;lastfm;postgres,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,66572,8420,74992,167911.83936898597,16,16,1.0,1.0,True,1.0,1057,38,2026-03-25T00:15:10.908129+00:00
A2_T1-MCP-2_minimal_r1,code_mode,A2,T1-MCP-2,T1,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,30467,1303,31770,25882.96746998094,3,3,1.0,1.0,True,1.0,1766,10,2026-03-25T00:15:46.401586+00:00
